index;Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;hotel;level_grade_review;level_hotel;month_str;month_num;year;delay_comment;date
1463;Jeffrey;France;Chambre Supérieure;1;Mars 2022;Groupe; 28 mars 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-28
1464;Barbara;France;Chambre Supérieure;1;Mars 2022;Famille; 28 mars 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-28
1465;Julie;France;Chambre Supérieure;1;Mars 2022;Famille; 28 mars 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-28
1466;Sylvie;France;Chambre Club Compass (2 Adultes);1;Mars 2022;Voyageur individuel; 27 mars 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-27
1467;Amélie;Belgique;Chambre Supérieure;1;Mars 2022;Famille; 26 mars 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-26
1468;Cyril;France;Chambre Supérieure;1;Mars 2022;Couple; 26 mars 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-26
1469;Carina;Luxembourg;Chambre Supérieure;1;Mars 2022;Groupe; 25 mars 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-25
1470;Charlene;France;Chambre Supérieure;1;Mars 2022;Groupe; 24 mars 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-24
1471;Ramon;France;Chambre Supérieure;1;Février 2022;Famille; 22 mars 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;février;2;2022;1;2022-03-22
1472;Elodie;France;Chambre Supérieure - Côté Lac;1;Mars 2022;Voyageur individuel; 19 mars 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-19
1473;Sarah;France;Chambre Supérieure;1;Mars 2022;Couple; 17 mars 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-17
1474;Alexis;France;Chambre Supérieure - Côté Lac;1;Février 2022;Couple; 16 mars 2022;Parfait;10.0;;;0;Disney's Newport Bay Club;2;6;février;2;2022;1;2022-03-16
1475;Adeline;France;Chambre Supérieure;1;Mars 2022;Famille; 15 mars 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-15
1476;Latron;France;Chambre Club Compass (2 Adultes);1;Mars 2022;Famille; 15 mars 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-15
1477;Ferreira;Suisse;Chambre Supérieure;3;Mars 2022;Famille; 15 mars 2022;Passable;5.0;;;0;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-15
1478;Sylvie;France;Chambre Supérieure;1;Mars 2022;Famille; 14 mars 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-14
1479;Samia;Belgique;Chambre Supérieure;1;Mars 2022;Couple; 14 mars 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-14
1480;Elisa;France;Chambre Supérieure;1;Mars 2022;Couple; 14 mars 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-14
1481;Frédéric;France;Chambre Supérieure;1;Mars 2022;Famille; 13 mars 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-13
1482;Mohamed;France;Chambre Supérieure - Côté Lac;1;Mars 2022;Famille; 13 mars 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-13
1483;Lisa;Belgique;Chambre Supérieure;2;Mars 2022;Couple; 12 mars 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-12
1484;Barbier;France;Chambre Supérieure;1;Mars 2022;Couple; 10 mars 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-10
1485;Kers;France;Chambre Supérieure;1;Mars 2022;Famille; 9 mars 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-09
1486;El;Algérie;Chambre Supérieure avec Terrasse;2;Mars 2022;Couple; 9 mars 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-09
1487;Dersenley;France;Chambre Supérieure;1;Mars 2022;Famille; 7 mars 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-07
1488;Kevin;Belgique;Chambre Supérieure;1;Mars 2022;Groupe; 5 mars 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-05
1489;Samir;France;Chambre Supérieure;2;Février 2022;Famille; 5 mars 2022;Décevant;4.0;;;0;Disney's Newport Bay Club;0;6;février;2;2022;1;2022-03-05
1490;Joel;Belgique;Chambre Supérieure;2;Février 2022;Famille; 28 février 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-28
1491;Julien;France;Chambre Supérieure;1;Février 2022;Famille; 23 février 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-23
1492;Amandine;France;Chambre Supérieure;2;Février 2022;Famille; 22 février 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-22
1493;Emma;France;Chambre Supérieure;2;Février 2022;Couple; 20 février 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-20
1494;Sebastien;France;Chambre Supérieure - Côté Lac;1;Janvier 2022;Famille; 19 février 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-02-19
1495;Leila;France;Chambre Supérieure;1;Février 2022;Famille; 18 février 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-18
1496;Walcker;France;Chambre Supérieure;2;Février 2022;Famille; 17 février 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-17
1497;Tifany;Belgique;Chambre Supérieure;1;Janvier 2022;Famille; 17 février 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-02-17
1498;Sandrine;France;Chambre Supérieure;1;Février 2022;Famille; 15 février 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-15
1499;Aurélien;France;Chambre Supérieure;1;Février 2022;Couple; 13 février 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-13
1500;Sarah;France;Chambre Supérieure;1;Février 2022;Famille; 12 février 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-12
1502;Romain;France;Chambre Supérieure;1;Janvier 2022;Famille; 11 février 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-02-11
1503;Elodie;France;Chambre Supérieure;1;Janvier 2022;Famille; 9 février 2022;Tout était parfait pour un séjour en famille;9.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-02-09
1504;Vincent;France;Chambre Supérieure;1;Février 2022;Famille; 8 février 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-08
1505;Flamant;Belgique;Chambre Supérieure;1;Février 2022;Famille; 7 février 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-07
1506;Fabien;France;Chambre Supérieure - Côté Lac;1;Janvier 2022;Couple; 7 février 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-02-07
1507;Vanessa;France;Chambre Supérieure;2;Janvier 2022;Couple; 7 février 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-02-07
1508;Khadija;France;Chambre Supérieure;1;Février 2022;Famille; 6 février 2022;Décevant;4.0;;;0;Disney's Newport Bay Club;0;6;février;2;2022;0;2022-02-06
1509;Sahut;France;Chambre Supérieure - Côté Lac;1;Janvier 2022;Famille; 6 février 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-02-06
1510;Frédérique;France;Chambre Supérieure;1;Janvier 2022;Famille; 2 février 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-02-02
1511;Audrey;Belgique;Chambre Supérieure;1;Janvier 2022;Famille; 2 février 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-02-02
1512;Vincent;France;Chambre Club Compass - Côté Lac (2 Adultes);1;Janvier 2022;Groupe; 1 février 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-02-01
1513;Stéphanie;France;Chambre Supérieure - Côté Lac;1;Janvier 2022;Famille; 1 février 2022;Mauvais;1.0;;;0;Disney's Newport Bay Club;0;6;janvier;1;2022;1;2022-02-01
1514;Florence;France;Chambre Supérieure;1;Janvier 2022;Famille; 31 janvier 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-31
1515;Hostin;France;Chambre Supérieure - Côté Lac;1;Janvier 2022;Famille; 29 janvier 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-29
1516;Emmanuel;France;Chambre Supérieure;1;Janvier 2022;Couple; 26 janvier 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-26
1517;Teddy;France;Chambre Club Compass (2 Adultes);1;Janvier 2022;Voyageur individuel; 26 janvier 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-26
1518;Dylan;France;Chambre Supérieure;3;Janvier 2022;Couple; 24 janvier 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-24
1519;Mylène;France;Chambre Supérieure - Côté Lac;3;Janvier 2022;Famille; 23 janvier 2022;Personnels et chambre exceptionnelle;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-23
1520;Nelly;France;Chambre Supérieure - Côté Lac;1;Janvier 2022;Famille; 23 janvier 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-23
1521;Amandine;France;Chambre Club Compass (2 Adultes);1;Janvier 2022;Couple; 22 janvier 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-22
1522;Maeva;France;Chambre Supérieure;1;Janvier 2022;Famille; 19 janvier 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-19
1523;Alexis;France;Chambre Supérieure;1;Janvier 2022;Famille; 14 janvier 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-14
1524;Lindsay;Belgique;Chambre Supérieure;1;Janvier 2022;Famille; 14 janvier 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-14
1525;Charlotte;Belgique;Chambre Supérieure;1;Janvier 2022;Couple; 13 janvier 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-13
1526;Olympia;France;Chambre Club Compass (2 Adultes);1;Janvier 2022;Couple; 12 janvier 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-12
1527;Anne;France;Chambre Supérieure;1;Janvier 2022;Famille; 11 janvier 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-11
1528;Alexis;France;Chambre Supérieure;1;Janvier 2022;Couple; 10 janvier 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-10
1529;Marie-thérèse;France;Chambre Supérieure - Côté Lac;2;Novembre 2021;Famille; 9 janvier 2022;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;novembre;11;2021;2;2022-01-09
1530;Didier;Belgique;Chambre Supérieure;1;Janvier 2022;Famille; 8 janvier 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-08
1531;Florence;France;Chambre Supérieure;1;Janvier 2022;Famille; 6 janvier 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-06
1532;Mathieu;France;Chambre Supérieure avec Terrasse;1;Janvier 2022;Couple; 6 janvier 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-06
1533;Bb;France;Chambre Supérieure;1;Décembre 2021;Famille; 2 janvier 2022;Assez médiocre ;3.0;;;0;Disney's Newport Bay Club;0;6;décembre;12;2021;1;2022-01-02
1534;Dumitru;Luxembourg;Chambre Supérieure;2;Janvier 2022;Famille; 1 janvier 2022;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
1535;Kevin;Belgique;Chambre Supérieure;1;Novembre 2021;Famille; 31 décembre 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;novembre;11;2021;1;2021-12-31
1536;Ciicii;France;Chambre Supérieure;1;Décembre 2021;Famille; 31 décembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-31
1537;Sophie;France;Chambre Supérieure;1;Décembre 2021;Famille; 30 décembre 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-30
1538;Yannick;France;Chambre Supérieure;1;Décembre 2021;Famille; 29 décembre 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-29
1539;Celine;France;Chambre Supérieure - Côté Lac;2;Novembre 2021;Famille; 27 décembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;novembre;11;2021;1;2021-12-27
1540;Mourad;France;Chambre Supérieure;4;Octobre 2021;Famille; 26 décembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;octobre;10;2021;2;2021-12-26
1541;Tony;France;Chambre Supérieure avec Terrasse;1;Décembre 2021;Famille; 20 décembre 2021;Médiocre ;2.0;;;0;Disney's Newport Bay Club;0;6;décembre;12;2021;0;2021-12-20
1542;Laura;France;Chambre Supérieure;2;Décembre 2021;Famille; 19 décembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-19
1543;Eric;France;Chambre Supérieure;1;Décembre 2021;Groupe; 18 décembre 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-18
1544;Audrey;France;Chambre Supérieure;1;Décembre 2021;Voyageur individuel; 16 décembre 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-16
1545;Florina;Espagne;Chambre Supérieure;1;Décembre 2021;Famille; 16 décembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-16
1546;Nicolas;France;Chambre Club Compass - Côté Lac (2 Adultes);1;Décembre 2021;Couple; 15 décembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-15
1547;Gregoire;France;Chambre Supérieure avec Terrasse;1;Décembre 2021;Famille; 14 décembre 2021;Passable;5.0;;;0;Disney's Newport Bay Club;0;6;décembre;12;2021;0;2021-12-14
1548;Gueroult;France;Chambre Supérieure;1;Décembre 2021;Famille; 13 décembre 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-13
1549;Laurine;France;Chambre Supérieure avec Terrasse;1;Décembre 2021;Groupe; 13 décembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-13
1550;Tom;France;Chambre Supérieure - Côté Lac;1;Décembre 2021;Famille; 12 décembre 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-12
1551;Isabelle;Belgique;Chambre Supérieure - Côté Lac;1;Novembre 2021;Famille; 12 décembre 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;novembre;11;2021;1;2021-12-12
1552;Thibault;France;Chambre Supérieure;1;Décembre 2021;Couple; 12 décembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-12
1553;Maxime;France;Chambre Supérieure;1;Décembre 2021;Famille; 9 décembre 2021;Médiocre ;2.0;;;0;Disney's Newport Bay Club;0;6;décembre;12;2021;0;2021-12-09
1554;Julien;France;Chambre Supérieure;4;Décembre 2021;Groupe; 4 décembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-04
1555;Pasmar92;France;Chambre Supérieure - Côté Lac;1;Novembre 2021;Voyageur individuel; 3 décembre 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;novembre;11;2021;1;2021-12-03
1556;Mimi;France;Chambre Supérieure - Côté Lac;1;Novembre 2021;Famille; 3 décembre 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;novembre;11;2021;1;2021-12-03
1557;Meauzoone;Belgique;Chambre Club Compass - Côté Lac (2 Adultes);1;Décembre 2021;Couple; 2 décembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-02
1558;Clément;France;Chambre Supérieure;1;Décembre 2021;Famille; 2 décembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-02
1559;Borzillo;France;Chambre Supérieure avec Terrasse;1;Novembre 2021;Couple; 30 novembre 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-30
1560;Aurélie;France;Chambre Supérieure;1;Novembre 2021;Couple; 30 novembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-30
1561;Mélissande;France;Chambre Supérieure;1;Novembre 2021;Groupe; 29 novembre 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-29
1562;Tiphanie;France;Chambre Supérieure - Côté Lac;1;Novembre 2021;Famille; 28 novembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-28
1563;Roxanne;France;Chambre Supérieure;1;Novembre 2021;Famille; 22 novembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-22
1564;Christophe;France;Chambre Supérieure;1;Novembre 2021;Famille; 21 novembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-21
1565;Arnaud;France;Chambre Supérieure avec Terrasse;1;Octobre 2021;Famille; 21 novembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;octobre;10;2021;1;2021-11-21
1566;Alain;France;Chambre Supérieure;4;Novembre 2021;Famille; 21 novembre 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-21
1567;Octave;France;Chambre Supérieure;1;Novembre 2021;Famille; 18 novembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-18
1568;Brady;France;Chambre Supérieure;1;Novembre 2021;Famille; 17 novembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-17
1569;Cynthia;Belgique;Chambre Club Compass (2 Adultes);1;Novembre 2021;Couple; 16 novembre 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-16
1570;Kelly;France;Chambre Supérieure;1;Novembre 2021;Couple; 15 novembre 2021;Assez médiocre ;3.0;;;0;Disney's Newport Bay Club;0;6;novembre;11;2021;0;2021-11-15
1571;Amandine;Belgique;Chambre Supérieure;1;Novembre 2021;Couple; 15 novembre 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-15
1572;Marion;France;Chambre Supérieure - Côté Lac;4;Octobre 2021;Famille; 12 novembre 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;octobre;10;2021;1;2021-11-12
1573;Matthieu;France;Chambre Supérieure;1;Octobre 2021;Famille; 12 novembre 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;octobre;10;2021;1;2021-11-12
1574;Olivier;France;Chambre Supérieure;2;Octobre 2021;Couple; 7 novembre 2021;Médiocre ;2.0;;;0;Disney's Newport Bay Club;0;6;octobre;10;2021;1;2021-11-07
1575;Veronique;Belgique;Chambre Supérieure - Côté Lac;2;Novembre 2021;Famille; 7 novembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-07
1576;Ludovic;France;Chambre Supérieure - Côté Lac;1;Novembre 2021;Famille; 6 novembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-06
1577;Laura;Belgique;Chambre Supérieure;1;Août 2021;Groupe; 26 octobre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;août;8;2021;2;2021-10-26
1578;Catherine;France;Chambre Supérieure;1;Octobre 2021;Famille; 24 octobre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;octobre;10;2021;0;2021-10-24
1579;Manon;France;Chambre Supérieure;1;Octobre 2021;Famille; 20 octobre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;octobre;10;2021;0;2021-10-20
1580;Ambre;France;Chambre Supérieure;1;Octobre 2021;Couple; 10 octobre 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;octobre;10;2021;0;2021-10-10
1581;Jean-christian;Belgique;Chambre Supérieure;1;Octobre 2021;Famille; 8 octobre 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;octobre;10;2021;0;2021-10-08
1582;Quentin;France;Chambre Supérieure - Côté Lac;2;Septembre 2021;Groupe; 5 octobre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;septembre;9;2021;1;2021-10-05
1583;Audrey;France;Chambre Supérieure - Côté Lac;1;Juillet 2021;Famille; 3 octobre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;juillet;7;2021;3;2021-10-03
1584;Camille;France;Chambre Supérieure - Côté Lac;2;Octobre 2021;Couple; 3 octobre 2021;Décevant;4.0;;;0;Disney's Newport Bay Club;0;6;octobre;10;2021;0;2021-10-03
1585;Audrey;France;Chambre Supérieure;1;Septembre 2021;Groupe; 27 septembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;septembre;9;2021;0;2021-09-27
1586;Claire;France;Chambre Supérieure;1;Septembre 2021;Famille; 27 septembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;septembre;9;2021;0;2021-09-27
1587;Eddy;France;Chambre Supérieure;1;Septembre 2021;Famille; 25 septembre 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;septembre;9;2021;0;2021-09-25
1588;Mathis;France;Chambre Supérieure;1;Août 2021;Famille; 12 septembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;août;8;2021;1;2021-09-12
1589;Jimmy;France;Chambre Supérieure;1;Septembre 2021;Couple; 8 septembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;septembre;9;2021;0;2021-09-08
1590;Jennifer;France;Chambre Supérieure;1;Août 2021;Famille; 1 septembre 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;août;8;2021;1;2021-09-01
1591;Joseph;France;Chambre Supérieure;2;Août 2021;Famille; 27 août 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;août;8;2021;0;2021-08-27
1592;Maximilien;Belgique;Chambre Supérieure;2;Juillet 2021;Couple; 24 août 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;juillet;7;2021;1;2021-08-24
1593;Rania;Tunisie;Chambre Supérieure - Côté Lac;3;Juillet 2021;Famille; 23 août 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;juillet;7;2021;1;2021-08-23
1594;Rania;Tunisie;Chambre Supérieure;4;Juillet 2021;Famille; 23 août 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;juillet;7;2021;1;2021-08-23
1595;Alexandre;France;Chambre Supérieure - Côté Lac;1;Août 2021;Famille; 23 août 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;août;8;2021;0;2021-08-23
1596;Manon;France;Chambre Supérieure;1;Août 2021;Famille; 16 août 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;août;8;2021;0;2021-08-16
1597;Alexis;France;Chambre Club Compass - Côté Lac (2 Adultes);2;Juin 2021;Couple; 5 août 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;juin;6;2021;2;2021-08-05
1598;Melanie;France;Chambre Supérieure;1;Juillet 2021;Famille; 3 août 2021;Passable;5.0;;;0;Disney's Newport Bay Club;0;6;juillet;7;2021;1;2021-08-03
1599;Sabine;Belgique;Chambre Supérieure;1;Juillet 2021;Famille; 2 août 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;juillet;7;2021;1;2021-08-02
1600;Nicolasd;France;Chambre Supérieure - Côté Lac;1;Juillet 2021;Couple; 1 août 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;juillet;7;2021;1;2021-08-01
1601;Laurence;Belgique;Chambre Supérieure;1;Juin 2021;Groupe; 30 juillet 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;juin;6;2021;1;2021-07-30
1602;Claudiu;Belgique;Chambre Supérieure;3;Juillet 2021;Famille; 26 juillet 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;juillet;7;2021;0;2021-07-26
1603;Dorian;France;Chambre Supérieure - Côté Lac;1;Juin 2021;Couple; 18 juillet 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;juin;6;2021;1;2021-07-18
1604;Jean;Belgique;Chambre Club Compass (2 Adultes);1;Juillet 2021;Voyageur individuel; 14 juillet 2021;Fabuleux ;9.0;;;0;Disney's Newport Bay Club;2;6;juillet;7;2021;0;2021-07-14
1605;Ermeline;Belgique;Chambre Supérieure;1;Juillet 2021;Groupe; 13 juillet 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;juillet;7;2021;0;2021-07-13
1606;Manon;Belgique;Chambre Supérieure;1;Juin 2021;Famille; 12 juillet 2021;Exceptionnel;10.0;;;0;Disney's Newport Bay Club;2;6;juin;6;2021;1;2021-07-12
