Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;hotel;UniqueID
Jennifer;Allemagne;Chambre Supérieure;3;Février 2022;Famille;Commentaire envoyé le 2 mars 2022;Très bien;8,0;;;0;Disney's Newport Bay Club;JenniferAllemagneChambre SupérieureFévrier 2022FamilleCommentaire envoyé le 2 mars 2022Très bien
Cathrine;Norvège;Chambre Supérieure;2;Janvier 2022;Couple;Commentaire envoyé le 1 mars 2022;Très bien;8,0;;;0;Disney's Newport Bay Club;CathrineNorvègeChambre SupérieureJanvier 2022CoupleCommentaire envoyé le 1 mars 2022Très bien
Miguel;Espagne;Chambre Supérieure;3;Février 2022;Famille;Commentaire envoyé le 28 février 2022;Très bien;8,0;;;0;Disney's Newport Bay Club;MiguelEspagneChambre SupérieureFévrier 2022FamilleCommentaire envoyé le 28 février 2022Très bien
Tomomi;Pays-Bas;Chambre Supérieure;2;Février 2022;Famille;Commentaire envoyé le 24 février 2022;Très bien;8,0;;;0;Disney's Newport Bay Club;TomomiPays-BasChambre SupérieureFévrier 2022FamilleCommentaire envoyé le 24 février 2022Très bien
Luis;Portugal;Chambre Supérieure;3;Février 2022;Famille;Commentaire envoyé le 21 février 2022;Bien ;7,0;;;0;Disney's Newport Bay Club;LuisPortugalChambre SupérieureFévrier 2022FamilleCommentaire envoyé le 21 février 2022Bien 
Chantal;Pays-Bas;Chambre Supérieure;1;Janvier 2022;Famille;Commentaire envoyé le 12 février 2022;Très bien;8,0;;;0;Disney's Newport Bay Club;ChantalPays-BasChambre SupérieureJanvier 2022FamilleCommentaire envoyé le 12 février 2022Très bien
Areej;Arabie saoudite;Chambre Supérieure;2;Février 2022;Famille;Commentaire envoyé le 12 février 2022;Très bien;8,0;;;0;Disney's Newport Bay Club;AreejArabie saouditeChambre SupérieureFévrier 2022FamilleCommentaire envoyé le 12 février 2022Très bien
Getulio;Brésil;Chambre Supérieure - Côté Lac;2;Février 2022;Famille;Commentaire envoyé le 11 février 2022;Bien ;7,0;;;0;Disney's Newport Bay Club;GetulioBrésilChambre Supérieure - Côté LacFévrier 2022FamilleCommentaire envoyé le 11 février 2022Bien 
Thiago;Brésil;Chambre Supérieure;3;Février 2022;Famille;Commentaire envoyé le 2 février 2022;Très bien;8,0;;;0;Disney's Newport Bay Club;ThiagoBrésilChambre SupérieureFévrier 2022FamilleCommentaire envoyé le 2 février 2022Très bien
Ana;Brésil;Chambre Supérieure;6;Janvier 2022;Famille;Commentaire envoyé le 2 février 2022;Très bien;8,0;;;0;Disney's Newport Bay Club;AnaBrésilChambre SupérieureJanvier 2022FamilleCommentaire envoyé le 2 février 2022Très bien
Georg;Suisse;Chambre Supérieure;2;Janvier 2022;Famille;Commentaire envoyé le 14 janvier 2022;Bien ;7,0;;;0;Disney's Newport Bay Club;GeorgSuisseChambre SupérieureJanvier 2022FamilleCommentaire envoyé le 14 janvier 2022Bien 
Fahad;Arabie saoudite;Chambre Supérieure - Côté Lac;1;Novembre 2021;Famille;Commentaire envoyé le 11 janvier 2022;Très bien;8,0;;;0;Disney's Newport Bay Club;FahadArabie saouditeChambre Supérieure - Côté LacNovembre 2021FamilleCommentaire envoyé le 11 janvier 2022Très bien
Shenna;Pays-Bas;Chambre Supérieure;1;Janvier 2022;Famille;Commentaire envoyé le 5 janvier 2022;Très bien;8,0;;;0;Disney's Newport Bay Club;ShennaPays-BasChambre SupérieureJanvier 2022FamilleCommentaire envoyé le 5 janvier 2022Très bien
Stefan;Pays-Bas;Chambre Supérieure;2;Septembre 2021;Groupe;Commentaire envoyé le 13 décembre 2021;Bien ;7,0;;;0;Disney's Newport Bay Club;StefanPays-BasChambre SupérieureSeptembre 2021GroupeCommentaire envoyé le 13 décembre 2021Bien 
Mr;Arabie saoudite;Chambre Supérieure - Côté Lac;2;Décembre 2021;Famille;Commentaire envoyé le 8 décembre 2021;Agréable;6,0;;;0;Disney's Newport Bay Club;MrArabie saouditeChambre Supérieure - Côté LacDécembre 2021FamilleCommentaire envoyé le 8 décembre 2021Agréable
Xose;Espagne;Chambre Supérieure;3;Décembre 2021;Famille;Commentaire envoyé le 7 décembre 2021;Bien ;7,0;;;0;Disney's Newport Bay Club;XoseEspagneChambre SupérieureDécembre 2021FamilleCommentaire envoyé le 7 décembre 2021Bien 
Miquèl;Pays-Bas;Chambre Supérieure;4;Décembre 2021;Couple;Commentaire envoyé le 6 décembre 2021;Très bien;8,0;;;0;Disney's Newport Bay Club;MiquèlPays-BasChambre SupérieureDécembre 2021CoupleCommentaire envoyé le 6 décembre 2021Très bien
Rina;Japon;Chambre Supérieure;1;Novembre 2021;Couple;Commentaire envoyé le 30 novembre 2021;Bien ;7,0;;;0;Disney's Newport Bay Club;RinaJaponChambre SupérieureNovembre 2021CoupleCommentaire envoyé le 30 novembre 2021Bien 
Raffaele;Italie;Chambre Supérieure;1;Novembre 2021;Famille;Commentaire envoyé le 28 novembre 2021;Bien ;7,0;;;0;Disney's Newport Bay Club;RaffaeleItalieChambre SupérieureNovembre 2021FamilleCommentaire envoyé le 28 novembre 2021Bien 
Raffaele;Italie;Chambre Supérieure;1;Novembre 2021;Famille;Commentaire envoyé le 27 novembre 2021;Bien ;7,0;;;0;Disney's Newport Bay Club;RaffaeleItalieChambre SupérieureNovembre 2021FamilleCommentaire envoyé le 27 novembre 2021Bien 
Fred;Pays-Bas;Chambre Supérieure - Côté Lac;1;Novembre 2021;Groupe;Commentaire envoyé le 26 novembre 2021;Bien ;7,0;;;0;Disney's Newport Bay Club;FredPays-BasChambre Supérieure - Côté LacNovembre 2021GroupeCommentaire envoyé le 26 novembre 2021Bien 
Deaf_dude;Pays-Bas;Chambre Supérieure - Côté Lac;2;Novembre 2021;Famille;Commentaire envoyé le 25 novembre 2021;Très bien;8,0;;;0;Disney's Newport Bay Club;Deaf_dudePays-BasChambre Supérieure - Côté LacNovembre 2021FamilleCommentaire envoyé le 25 novembre 2021Très bien
Luca;Suisse;Chambre Supérieure avec Terrasse;1;Novembre 2021;Couple;Commentaire envoyé le 23 novembre 2021;Très bien;8,0;;;0;Disney's Newport Bay Club;LucaSuisseChambre Supérieure avec TerrasseNovembre 2021CoupleCommentaire envoyé le 23 novembre 2021Très bien
Seham;Koweït;Chambre Club Compass - Côté Lac (2 Adultes);3;Novembre 2021;Famille;Commentaire envoyé le 20 novembre 2021;Très bien;8,0;;;0;Disney's Newport Bay Club;SehamKoweïtChambre Club Compass - Côté Lac (2 Adultes)Novembre 2021FamilleCommentaire envoyé le 20 novembre 2021Très bien
Xin;Royaume-Uni;Chambre Supérieure avec Terrasse;3;Octobre 2021;Famille;Commentaire envoyé le 16 novembre 2021;Très bien;8,0;;;0;Disney's Newport Bay Club;XinRoyaume-UniChambre Supérieure avec TerrasseOctobre 2021FamilleCommentaire envoyé le 16 novembre 2021Très bien
.Sandrine.;Belgique;Chambre Supérieure - Côté Lac;1;Novembre 2021;Famille;Commentaire envoyé le 13 novembre 2021;Très bien;8,0;;;0;Disney's Newport Bay Club;.Sandrine.BelgiqueChambre Supérieure - Côté LacNovembre 2021FamilleCommentaire envoyé le 13 novembre 2021Très bien
Thomas;Suisse;Chambre Supérieure - Côté Lac;2;Octobre 2021;Famille;Commentaire envoyé le 26 octobre 2021;Agréable;6,0;;;0;Disney's Newport Bay Club;ThomasSuisseChambre Supérieure - Côté LacOctobre 2021FamilleCommentaire envoyé le 26 octobre 2021Agréable
Daniel;Allemagne;Chambre Supérieure;3;Octobre 2021;Famille;Commentaire envoyé le 23 octobre 2021;Bien ;7,0;;;0;Disney's Newport Bay Club;DanielAllemagneChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 23 octobre 2021Bien 
Ana;Portugal;Chambre Supérieure;3;Octobre 2021;Couple;Commentaire envoyé le 21 octobre 2021;Bien ;7,0;;;0;Disney's Newport Bay Club;AnaPortugalChambre SupérieureOctobre 2021CoupleCommentaire envoyé le 21 octobre 2021Bien 
Nicole;Pays-Bas;Chambre Club Compass - Côté Lac (2 Adultes);1;Septembre 2021;Couple;Commentaire envoyé le 20 octobre 2021;Très bien;8,0;;;0;Disney's Newport Bay Club;NicolePays-BasChambre Club Compass - Côté Lac (2 Adultes)Septembre 2021CoupleCommentaire envoyé le 20 octobre 2021Très bien
Marcel;Suisse;Chambre Supérieure avec Terrasse;3;Octobre 2021;Couple;Commentaire envoyé le 20 octobre 2021;Très bien;8,0;;;0;Disney's Newport Bay Club;MarcelSuisseChambre Supérieure avec TerrasseOctobre 2021CoupleCommentaire envoyé le 20 octobre 2021Très bien
Raimondo;Allemagne;Chambre Supérieure;1;Octobre 2021;Famille;Commentaire envoyé le 17 octobre 2021;Bien ;7,0;;;0;Disney's Newport Bay Club;RaimondoAllemagneChambre SupérieureOctobre 2021FamilleCommentaire envoyé le 17 octobre 2021Bien 
Musaed;Arabie saoudite;Chambre Supérieure;1;Septembre 2021;Famille;Commentaire envoyé le 12 octobre 2021;Bien ;7,0;;;0;Disney's Newport Bay Club;MusaedArabie saouditeChambre SupérieureSeptembre 2021FamilleCommentaire envoyé le 12 octobre 2021Bien 
Janine;Allemagne;Chambre Supérieure;1;Septembre 2021;Famille;Commentaire envoyé le 29 septembre 2021;Bien ;7,0;;;0;Disney's Newport Bay Club;JanineAllemagneChambre SupérieureSeptembre 2021FamilleCommentaire envoyé le 29 septembre 2021Bien 
Abdulaziz;Espagne;Chambre Supérieure - Côté Lac;3;Septembre 2021;Famille;Commentaire envoyé le 28 septembre 2021;Très bien;8,0;;;0;Disney's Newport Bay Club;AbdulazizEspagneChambre Supérieure - Côté LacSeptembre 2021FamilleCommentaire envoyé le 28 septembre 2021Très bien
Ibrahim;Suède;Chambre Supérieure;1;Septembre 2021;Couple;Commentaire envoyé le 28 septembre 2021;Bien ;7,0;;;0;Disney's Newport Bay Club;IbrahimSuèdeChambre SupérieureSeptembre 2021CoupleCommentaire envoyé le 28 septembre 2021Bien 
N;Belgique;Chambre Supérieure;1;Septembre 2021;Groupe;Commentaire envoyé le 13 septembre 2021;Très bien;8,0;;;0;Disney's Newport Bay Club;NBelgiqueChambre SupérieureSeptembre 2021GroupeCommentaire envoyé le 13 septembre 2021Très bien
Corina;Roumanie;Chambre Supérieure;3;Septembre 2021;Famille;Commentaire envoyé le 5 septembre 2021;Très bien;8,0;;;0;Disney's Newport Bay Club;CorinaRoumanieChambre SupérieureSeptembre 2021FamilleCommentaire envoyé le 5 septembre 2021Très bien
Oliver;Allemagne;Chambre Supérieure - Côté Lac;1;Août 2021;Famille;Commentaire envoyé le 4 septembre 2021;Bien ;7,0;;;0;Disney's Newport Bay Club;OliverAllemagneChambre Supérieure - Côté LacAoût 2021FamilleCommentaire envoyé le 4 septembre 2021Bien 
Abdulrahman;Arabie saoudite;Chambre Supérieure;2;Septembre 2021;Couple;Commentaire envoyé le 1 septembre 2021;Très bien;8,0;;;0;Disney's Newport Bay Club;AbdulrahmanArabie saouditeChambre SupérieureSeptembre 2021CoupleCommentaire envoyé le 1 septembre 2021Très bien
Marco;Allemagne;Chambre Supérieure;2;Août 2021;Famille;Commentaire envoyé le 30 août 2021;Très bien;8,0;;;0;Disney's Newport Bay Club;MarcoAllemagneChambre SupérieureAoût 2021FamilleCommentaire envoyé le 30 août 2021Très bien
Bianca;Belgique;Chambre Supérieure;1;Juillet 2021;Famille;Commentaire envoyé le 25 août 2021;Très bien;8,0;;;0;Disney's Newport Bay Club;BiancaBelgiqueChambre SupérieureJuillet 2021FamilleCommentaire envoyé le 25 août 2021Très bien
Erik;Pays-Bas;Chambre Supérieure;3;Août 2021;Famille;Commentaire envoyé le 16 août 2021;Très bien;8,0;;;0;Disney's Newport Bay Club;ErikPays-BasChambre SupérieureAoût 2021FamilleCommentaire envoyé le 16 août 2021Très bien
Maurizio;France;Chambre Supérieure;1;Août 2021;Famille;Commentaire envoyé le 11 août 2021;Bien ;7,0;;;0;Disney's Newport Bay Club;MaurizioFranceChambre SupérieureAoût 2021FamilleCommentaire envoyé le 11 août 2021Bien 
Marco;Italie;Chambre Supérieure;1;Août 2021;Couple;Commentaire envoyé le 10 août 2021;Bien ;7,0;;;0;Disney's Newport Bay Club;MarcoItalieChambre SupérieureAoût 2021CoupleCommentaire envoyé le 10 août 2021Bien 
Cihan;Allemagne;Chambre Supérieure;2;Juillet 2021;Famille;Commentaire envoyé le 20 juillet 2021;Très bien;8,0;;;0;Disney's Newport Bay Club;CihanAllemagneChambre SupérieureJuillet 2021FamilleCommentaire envoyé le 20 juillet 2021Très bien
Timm;Allemagne;Chambre Supérieure;1;Juin 2021;Couple;Commentaire envoyé le 20 juillet 2021;Zufrieden!;6,0;;;0;Disney's Newport Bay Club;TimmAllemagneChambre SupérieureJuin 2021CoupleCommentaire envoyé le 20 juillet 2021Zufrieden!
Francisco;Portugal;Chambre Supérieure (3 Adultes + 1 Enfant);1;Octobre 2020;Famille;Commentaire envoyé le 9 octobre 2020;Agréable;6,0;;;0;Disney's Newport Bay Club;FranciscoPortugalChambre Supérieure (3 Adultes + 1 Enfant)Octobre 2020FamilleCommentaire envoyé le 9 octobre 2020Agréable
Peter;Pays-Bas;Chambre Supérieure (2 Adultes + 2 Enfants);2;Septembre 2020;Couple;Commentaire envoyé le 19 septembre 2020;Très bien;8,0;;;0;Disney's Newport Bay Club;PeterPays-BasChambre Supérieure (2 Adultes + 2 Enfants)Septembre 2020CoupleCommentaire envoyé le 19 septembre 2020Très bien
Jindřich;République tchèque;Chambre Supérieure (3 Adultes + 1 Enfant);3;Août 2020;Famille;Commentaire envoyé le 19 août 2020;Très bien;8,0;;;0;Disney's Newport Bay Club;JindřichRépublique tchèqueChambre Supérieure (3 Adultes + 1 Enfant)Août 2020FamilleCommentaire envoyé le 19 août 2020Très bien
Aleksandar;Allemagne;Chambre Supérieure – Côté Lac (1 Adulte + 3 Enfants);3;Mars 2020;Famille;Commentaire envoyé le 16 mars 2020;Très bien;8,0;;;0;Disney's Newport Bay Club;AleksandarAllemagneChambre Supérieure – Côté Lac (1 Adulte + 3 Enfants)Mars 2020FamilleCommentaire envoyé le 16 mars 2020Très bien
Rene;Allemagne;Chambre Supérieure (2 Adultes + 2 Enfants);3;Février 2020;Couple;Commentaire envoyé le 11 mars 2020;Très bien;8,0;;;0;Disney's Newport Bay Club;ReneAllemagneChambre Supérieure (2 Adultes + 2 Enfants)Février 2020CoupleCommentaire envoyé le 11 mars 2020Très bien
Cristian;Espagne;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Mars 2020;Couple;Commentaire envoyé le 10 mars 2020;Agréable;6,0;;;0;Disney's Newport Bay Club;CristianEspagneChambre Supérieure – Côté Lac (2 Adultes + 2 Enfants)Mars 2020CoupleCommentaire envoyé le 10 mars 2020Agréable
Vered;Israël;Chambre Supérieure (2 Adultes + 2 Enfants);2;Février 2020;Famille;Commentaire envoyé le 5 mars 2020;Agréable;6,0;;;0;Disney's Newport Bay Club;VeredIsraëlChambre Supérieure (2 Adultes + 2 Enfants)Février 2020FamilleCommentaire envoyé le 5 mars 2020Agréable
Cláudia;Portugal;Chambre Supérieure (2 Adultes + 2 Enfants);3;Mars 2020;Famille;Commentaire envoyé le 3 mars 2020;Bien ;7,9;;;0;Disney's Newport Bay Club;CláudiaPortugalChambre Supérieure (2 Adultes + 2 Enfants)Mars 2020FamilleCommentaire envoyé le 3 mars 2020Bien 
Gabriel;Espagne;Chambre Supérieure (2 Adultes + 2 Enfants);1;Février 2020;Famille;Commentaire envoyé le 28 février 2020;Muy bueno;8,0;;;0;Disney's Newport Bay Club;GabrielEspagneChambre Supérieure (2 Adultes + 2 Enfants)Février 2020FamilleCommentaire envoyé le 28 février 2020Muy bueno
Александр;Russie;Chambre Double Supérieure (2 Adultes);1;Février 2020;Couple;Commentaire envoyé le 27 février 2020;Superbe;8,8;;;0;Disney's Newport Bay Club;АлександрRussieChambre Double Supérieure (2 Adultes)Février 2020CoupleCommentaire envoyé le 27 février 2020Superbe
Claudio;Brésil;Chambre Supérieure (3 Adultes + 1 Enfant);1;Janvier 2020;Famille;Commentaire envoyé le 25 février 2020;Très bien;8,3;;;0;Disney's Newport Bay Club;ClaudioBrésilChambre Supérieure (3 Adultes + 1 Enfant)Janvier 2020FamilleCommentaire envoyé le 25 février 2020Très bien
Oleksandr;Ukraine;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Janvier 2020;Voyageur individuel;Commentaire envoyé le 14 février 2020;Superbe;8,8;;;0;Disney's Newport Bay Club;OleksandrUkraineChambre Supérieure – Côté Lac (2 Adultes + 2 Enfants)Janvier 2020Voyageur individuelCommentaire envoyé le 14 février 2020Superbe
Rosanne;Pays-Bas;Chambre Supérieure (2 Adultes + 2 Enfants);2;Janvier 2020;Famille;Commentaire envoyé le 11 février 2020;Très bien;8,0;;;0;Disney's Newport Bay Club;RosannePays-BasChambre Supérieure (2 Adultes + 2 Enfants)Janvier 2020FamilleCommentaire envoyé le 11 février 2020Très bien
Fiammetta;Italie;Chambre Supérieure (2 Adultes + 2 Enfants);2;Février 2020;Couple;Commentaire envoyé le 11 février 2020;Catapultati nel magico mondo Disney;8,0;;;0;Disney's Newport Bay Club;FiammettaItalieChambre Supérieure (2 Adultes + 2 Enfants)Février 2020CoupleCommentaire envoyé le 11 février 2020Catapultati nel magico mondo Disney
Kathy;Allemagne;Chambre Club Compass - Côté Lac (2 Adultes);1;Février 2020;Famille;Commentaire envoyé le 10 février 2020;Très bien;8,0;;;0;Disney's Newport Bay Club;KathyAllemagneChambre Club Compass - Côté Lac (2 Adultes)Février 2020FamilleCommentaire envoyé le 10 février 2020Très bien
Andreas;Allemagne;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);1;Décembre 2019;Famille;Commentaire envoyé le 9 février 2020;Très bien;8,3;;;0;Disney's Newport Bay Club;AndreasAllemagneChambre Supérieure – Côté Lac (2 Adultes + 2 Enfants)Décembre 2019FamilleCommentaire envoyé le 9 février 2020Très bien
Hannes;Autriche;Chambre Supérieure (1 Adulte + 3 Enfants);1;Janvier 2020;Voyageur individuel;Commentaire envoyé le 22 janvier 2020;Bien ;7,9;;;0;Disney's Newport Bay Club;HannesAutricheChambre Supérieure (1 Adulte + 3 Enfants)Janvier 2020Voyageur individuelCommentaire envoyé le 22 janvier 2020Bien 
Olena;Turquie;Chambre Supérieure (2 Adultes + 2 Enfants);3;Janvier 2020;Famille;Commentaire envoyé le 20 janvier 2020;Bien ;7,1;;;0;Disney's Newport Bay Club;OlenaTurquieChambre Supérieure (2 Adultes + 2 Enfants)Janvier 2020FamilleCommentaire envoyé le 20 janvier 2020Bien 
Alexander;Russie;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);3;Janvier 2020;Famille;Commentaire envoyé le 20 janvier 2020;Bien ;7,5;;;0;Disney's Newport Bay Club;AlexanderRussieChambre Supérieure – Côté Lac (2 Adultes + 2 Enfants)Janvier 2020FamilleCommentaire envoyé le 20 janvier 2020Bien 
Rodrigo;Brésil;Chambre Supérieure (2 Adultes + 2 Enfants);4;Janvier 2020;Famille;Commentaire envoyé le 19 janvier 2020;Agréable;6,2;;;0;Disney's Newport Bay Club;RodrigoBrésilChambre Supérieure (2 Adultes + 2 Enfants)Janvier 2020FamilleCommentaire envoyé le 19 janvier 2020Agréable
Carla;Italie;Chambre Supérieure – Côté Lac (4 Adultes);1;Janvier 2020;Famille;Commentaire envoyé le 13 janvier 2020;Bien ;7,0;;;0;Disney's Newport Bay Club;CarlaItalieChambre Supérieure – Côté Lac (4 Adultes)Janvier 2020FamilleCommentaire envoyé le 13 janvier 2020Bien 
Roy;Pays-Bas;Chambre Supérieure – Côté Lac (4 Adultes);3;Décembre 2019;Groupe;Commentaire envoyé le 7 janvier 2020;Bien ;7,0;;;0;Disney's Newport Bay Club;RoyPays-BasChambre Supérieure – Côté Lac (4 Adultes)Décembre 2019GroupeCommentaire envoyé le 7 janvier 2020Bien 
Elena;République tchèque;Chambre Supérieure – Côté Lac (3 Adultes + 1 Enfant);2;Décembre 2019;Famille;Commentaire envoyé le 2 janvier 2020;Bien ;7,0;;;0;Disney's Newport Bay Club;ElenaRépublique tchèqueChambre Supérieure – Côté Lac (3 Adultes + 1 Enfant)Décembre 2019FamilleCommentaire envoyé le 2 janvier 2020Bien 
Luís;Portugal;Chambre Supérieure (2 Adultes + 2 Enfants);2;Décembre 2019;Famille;Commentaire envoyé le 24 décembre 2019;Bien ;7,0;;;0;Disney's Newport Bay Club;LuísPortugalChambre Supérieure (2 Adultes + 2 Enfants)Décembre 2019FamilleCommentaire envoyé le 24 décembre 2019Bien 
Betty;Luxembourg;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);2;Décembre 2019;Groupe;Commentaire envoyé le 23 décembre 2019;Très bien;8,0;;;0;Disney's Newport Bay Club;BettyLuxembourgChambre Supérieure – Côté Lac (2 Adultes + 2 Enfants)Décembre 2019GroupeCommentaire envoyé le 23 décembre 2019Très bien
Anastasia;Grèce;Chambre Supérieure avec Terrasse;2;Décembre 2022;Famille;Commentaire envoyé le 20 décembre 2022;Décevant;4,0;;;0;Disney's Newport Bay Club;AnastasiaGrèceChambre Supérieure avec TerrasseDécembre 2022FamilleCommentaire envoyé le 20 décembre 2022Décevant
Ανδριαννα;Grèce;Chambre Supérieure - Côté Lac;1;Novembre 2022;Couple;Commentaire envoyé le 20 décembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club;ΑνδριανναGrèceChambre Supérieure - Côté LacNovembre 2022CoupleCommentaire envoyé le 20 décembre 2022Exceptionnel
Thuur;Belgique;Chambre Supérieure;1;Novembre 2022;Famille;Commentaire envoyé le 17 décembre 2022;Décevant;4,0;;;0;Disney's Newport Bay Club;ThuurBelgiqueChambre SupérieureNovembre 2022FamilleCommentaire envoyé le 17 décembre 2022Décevant
Angelique;Belgique;Chambre Supérieure;1;Novembre 2022;Famille;Commentaire envoyé le 14 décembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club;AngeliqueBelgiqueChambre SupérieureNovembre 2022FamilleCommentaire envoyé le 14 décembre 2022Exceptionnel
Ana;Espagne;Chambre Supérieure;2;Novembre 2022;Famille;Commentaire envoyé le 13 décembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club;AnaEspagneChambre SupérieureNovembre 2022FamilleCommentaire envoyé le 13 décembre 2022Exceptionnel
Taghreed;Arabie saoudite;Chambre Supérieure avec Terrasse;2;Novembre 2022;Famille;Commentaire envoyé le 11 décembre 2022;Décevant;4,0;;;0;Disney's Newport Bay Club;TaghreedArabie saouditeChambre Supérieure avec TerrasseNovembre 2022FamilleCommentaire envoyé le 11 décembre 2022Décevant
Liliana;Italie;Chambre Supérieure;2;Octobre 2022;Famille;Commentaire envoyé le 9 décembre 2022;Assez médiocre ;3,0;;;0;Disney's Newport Bay Club;LilianaItalieChambre SupérieureOctobre 2022FamilleCommentaire envoyé le 9 décembre 2022Assez médiocre 
Fatih;Turquie;Chambre Supérieure - Côté Lac;3;Décembre 2022;Famille;Commentaire envoyé le 6 décembre 2022;Médiocre ;2,0;;;0;Disney's Newport Bay Club;FatihTurquieChambre Supérieure - Côté LacDécembre 2022FamilleCommentaire envoyé le 6 décembre 2022Médiocre 
Nathalie;Allemagne;Chambre Supérieure - Côté Lac;2;Novembre 2022;Couple;Commentaire envoyé le 27 novembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club;NathalieAllemagneChambre Supérieure - Côté LacNovembre 2022CoupleCommentaire envoyé le 27 novembre 2022Exceptionnel
Bryan;Belgique;Chambre Club Compass (2 Adultes);2;Novembre 2022;Couple;Commentaire envoyé le 24 novembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club;BryanBelgiqueChambre Club Compass (2 Adultes)Novembre 2022CoupleCommentaire envoyé le 24 novembre 2022Exceptionnel
พิมพ์ลภัส;Thaïlande;Chambre Supérieure;1;Novembre 2022;Famille;Commentaire envoyé le 22 novembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club;พิมพ์ลภัสThaïlandeChambre SupérieureNovembre 2022FamilleCommentaire envoyé le 22 novembre 2022Exceptionnel
Lai;Malte;Chambre Supérieure avec Terrasse;1;Novembre 2022;Couple;Commentaire envoyé le 18 novembre 2022;Médiocre ;2,0;;;0;Disney's Newport Bay Club;LaiMalteChambre Supérieure avec TerrasseNovembre 2022CoupleCommentaire envoyé le 18 novembre 2022Médiocre 
Ruben;Espagne;Chambre Supérieure - Côté Lac;1;Novembre 2022;Famille;Commentaire envoyé le 15 novembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club;RubenEspagneChambre Supérieure - Côté LacNovembre 2022FamilleCommentaire envoyé le 15 novembre 2022Exceptionnel
Yoshiaki;Japon;Chambre Supérieure;1;Novembre 2022;Couple;Commentaire envoyé le 9 novembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club;YoshiakiJaponChambre SupérieureNovembre 2022CoupleCommentaire envoyé le 9 novembre 2022Exceptionnel
Wilfried;Allemagne;Chambre Supérieure;3;Octobre 2022;Famille;Commentaire envoyé le 9 novembre 2022;Passable;5,0;;;0;Disney's Newport Bay Club;WilfriedAllemagneChambre SupérieureOctobre 2022FamilleCommentaire envoyé le 9 novembre 2022Passable
Fahad;Arabie saoudite;Chambre Supérieure - Côté Lac;1;Octobre 2022;Famille;Commentaire envoyé le 31 octobre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club;FahadArabie saouditeChambre Supérieure - Côté LacOctobre 2022FamilleCommentaire envoyé le 31 octobre 2022Exceptionnel
Bernd;Autriche;Chambre Supérieure - Côté Lac;2;Octobre 2022;Famille;Commentaire envoyé le 26 octobre 2022;Passable;5,0;;;0;Disney's Newport Bay Club;BerndAutricheChambre Supérieure - Côté LacOctobre 2022FamilleCommentaire envoyé le 26 octobre 2022Passable
Jacob;Israël;Chambre Supérieure;2;Octobre 2022;Famille;Commentaire envoyé le 22 octobre 2022;Fabuleux ;9,0;;;0;Disney's Newport Bay Club;JacobIsraëlChambre SupérieureOctobre 2022FamilleCommentaire envoyé le 22 octobre 2022Fabuleux 
Eissa;Koweït;Chambre Supérieure avec Terrasse;1;Octobre 2022;Couple;Commentaire envoyé le 22 octobre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club;EissaKoweïtChambre Supérieure avec TerrasseOctobre 2022CoupleCommentaire envoyé le 22 octobre 2022Exceptionnel
Beni;Israël;Chambre Supérieure avec Terrasse;7;Octobre 2022;Famille;Commentaire envoyé le 20 octobre 2022;Mauvais;1,0;;;0;Disney's Newport Bay Club;BeniIsraëlChambre Supérieure avec TerrasseOctobre 2022FamilleCommentaire envoyé le 20 octobre 2022Mauvais
Alotaibi;Arabie saoudite;Chambre Supérieure;1;Septembre 2022;Famille;Commentaire envoyé le 18 octobre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club;AlotaibiArabie saouditeChambre SupérieureSeptembre 2022FamilleCommentaire envoyé le 18 octobre 2022Exceptionnel
Juan;Espagne;Chambre Supérieure;1;Octobre 2022;Famille;Commentaire envoyé le 18 octobre 2022;Fabuleux ;9,0;;;0;Disney's Newport Bay Club;JuanEspagneChambre SupérieureOctobre 2022FamilleCommentaire envoyé le 18 octobre 2022Fabuleux 
Bilal;Venezuela;Chambre Supérieure avec Terrasse;1;Septembre 2022;Famille;Commentaire envoyé le 15 octobre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club;BilalVenezuelaChambre Supérieure avec TerrasseSeptembre 2022FamilleCommentaire envoyé le 15 octobre 2022Exceptionnel
