Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;hotel;level_grade_review;level_hotel;month_str;month_num;year;delay_comment;date
Charles;France;Chambre Supérieure;1;Avril 2022;Famille; 27 mai 2022;Mauvais;1.0;;;;Disney's Newport Bay Club;0;6;avril;4;2022;1;2022-04-01
Stephanie;France;Chambre Club Compass (2 Adultes);2;Mai 2022;Couple; 25 mai 2022;le personnel très accueillant et très agréable;10.0;;;;Disney's Newport Bay Club;2;6;mai;5;2022;0;2022-05-01
Amélie;Belgique;Chambre Supérieure;3;Avril 2022;Famille; 25 mai 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;avril;4;2022;1;2022-04-01
Arnaud;France;Chambre Club Compass (2 Adultes);1;Mai 2022;Famille; 16 mai 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mai;5;2022;0;2022-05-01
Kalinka;France;Chambre Club Compass - Côté Lac (2 Adultes);1;Mai 2022;Couple; 11 mai 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mai;5;2022;0;2022-05-01
Laurie;Belgique;Chambre Supérieure - Côté Lac;1;Mai 2022;Couple; 1 mai 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mai;5;2022;0;2022-05-01
Delphine;France;Chambre Supérieure;1;Avril 2022;Famille; 24 avril 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;avril;4;2022;0;2022-04-01
Katty;Belgique;Chambre Supérieure;1;Avril 2022;Famille; 18 avril 2022;Passable;5.0;;;;Disney's Newport Bay Club;0;6;avril;4;2022;0;2022-04-01
Charlotte;France;Chambre Club Compass (2 Adultes);2;Avril 2022;Couple; 7 avril 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;avril;4;2022;0;2022-04-01
Fabian;Belgique;Chambre Supérieure;1;Janvier 2022;Famille; 7 avril 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;3;2022-01-01
Emilie;France;Chambre Supérieure;1;Mars 2022;Groupe; 3 avril 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;1;2022-03-01
Nathalie;France;Chambre Supérieure;1;Mars 2022;Famille; 3 avril 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;1;2022-03-01
Celine;France;Chambre Supérieure;1;Mars 2022;Famille; 3 avril 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;1;2022-03-01
Jean-stephane;Luxembourg;Chambre Supérieure - Côté Lac;1;Mars 2022;Famille; 1 avril 2022;Décevant;4.0;;;;Disney's Newport Bay Club;0;6;mars;3;2022;1;2022-03-01
Romane;France;Chambre Supérieure;1;Mars 2022;Couple; 1 avril 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;1;2022-03-01
Gwendoline;France;Chambre Supérieure;1;Mars 2022;Famille; 31 mars 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Damien;France;Chambre Supérieure avec Terrasse;1;Mars 2022;Famille; 31 mars 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Jeffrey;France;Chambre Supérieure;1;Mars 2022;Groupe; 28 mars 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Barbara;France;Chambre Supérieure;1;Mars 2022;Famille; 28 mars 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Julie;France;Chambre Supérieure;1;Mars 2022;Famille; 28 mars 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Sylvie;France;Chambre Club Compass (2 Adultes);1;Mars 2022;Voyageur individuel; 27 mars 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Amélie;Belgique;Chambre Supérieure;1;Mars 2022;Famille; 26 mars 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Cyril;France;Chambre Supérieure;1;Mars 2022;Couple; 26 mars 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Carina;Luxembourg;Chambre Supérieure;1;Mars 2022;Groupe; 25 mars 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Charlene;France;Chambre Supérieure;1;Mars 2022;Groupe; 24 mars 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Ramon;France;Chambre Supérieure;1;Février 2022;Famille; 22 mars 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;février;2;2022;1;2022-02-01
Elodie;France;Chambre Supérieure - Côté Lac;1;Mars 2022;Voyageur individuel; 19 mars 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Sarah;France;Chambre Supérieure;1;Mars 2022;Couple; 17 mars 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Alexis;France;Chambre Supérieure - Côté Lac;1;Février 2022;Couple; 16 mars 2022;Parfait;10.0;;;;Disney's Newport Bay Club;2;6;février;2;2022;1;2022-02-01
Adeline;France;Chambre Supérieure;1;Mars 2022;Famille; 15 mars 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Latron;France;Chambre Club Compass (2 Adultes);1;Mars 2022;Famille; 15 mars 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Ferreira;Suisse;Chambre Supérieure;3;Mars 2022;Famille; 15 mars 2022;Passable;5.0;;;;Disney's Newport Bay Club;0;6;mars;3;2022;0;2022-03-01
Sylvie;France;Chambre Supérieure;1;Mars 2022;Famille; 14 mars 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Samia;Belgique;Chambre Supérieure;1;Mars 2022;Couple; 14 mars 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Elisa;France;Chambre Supérieure;1;Mars 2022;Couple; 14 mars 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Frédéric;France;Chambre Supérieure;1;Mars 2022;Famille; 13 mars 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Mohamed;France;Chambre Supérieure - Côté Lac;1;Mars 2022;Famille; 13 mars 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Lisa;Belgique;Chambre Supérieure;2;Mars 2022;Couple; 12 mars 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Barbier;France;Chambre Supérieure;1;Mars 2022;Couple; 10 mars 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Kers;France;Chambre Supérieure;1;Mars 2022;Famille; 9 mars 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
El;Algérie;Chambre Supérieure avec Terrasse;2;Mars 2022;Couple; 9 mars 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Dersenley;France;Chambre Supérieure;1;Mars 2022;Famille; 7 mars 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Kevin;Belgique;Chambre Supérieure;1;Mars 2022;Groupe; 5 mars 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;mars;3;2022;0;2022-03-01
Samir;France;Chambre Supérieure;2;Février 2022;Famille; 5 mars 2022;Décevant;4.0;;;;Disney's Newport Bay Club;0;6;février;2;2022;1;2022-02-01
Joel;Belgique;Chambre Supérieure;2;Février 2022;Famille; 28 février 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-01
Julien;France;Chambre Supérieure;1;Février 2022;Famille; 23 février 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-01
Amandine;France;Chambre Supérieure;2;Février 2022;Famille; 22 février 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-01
Emma;France;Chambre Supérieure;2;Février 2022;Couple; 20 février 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-01
Sebastien;France;Chambre Supérieure - Côté Lac;1;Janvier 2022;Famille; 19 février 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-01-01
Leila;France;Chambre Supérieure;1;Février 2022;Famille; 18 février 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-01
Walcker;France;Chambre Supérieure;2;Février 2022;Famille; 17 février 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-01
Tifany;Belgique;Chambre Supérieure;1;Janvier 2022;Famille; 17 février 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-01-01
Sandrine;France;Chambre Supérieure;1;Février 2022;Famille; 15 février 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-01
Aurélien;France;Chambre Supérieure;1;Février 2022;Couple; 13 février 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-01
Sarah;France;Chambre Supérieure;1;Février 2022;Famille; 12 février 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-01
Romain;France;Chambre Supérieure;1;Janvier 2022;Famille; 11 février 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-01-01
Elodie;France;Chambre Supérieure;1;Janvier 2022;Famille; 9 février 2022;Tout était parfait pour un séjour en famille;9.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-01-01
Vincent;France;Chambre Supérieure;1;Février 2022;Famille; 8 février 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-01
Flamant;Belgique;Chambre Supérieure;1;Février 2022;Famille; 7 février 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;février;2;2022;0;2022-02-01
Fabien;France;Chambre Supérieure - Côté Lac;1;Janvier 2022;Couple; 7 février 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-01-01
Vanessa;France;Chambre Supérieure;2;Janvier 2022;Couple; 7 février 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-01-01
Khadija;France;Chambre Supérieure;1;Février 2022;Famille; 6 février 2022;Décevant;4.0;;;;Disney's Newport Bay Club;0;6;février;2;2022;0;2022-02-01
Sahut;France;Chambre Supérieure - Côté Lac;1;Janvier 2022;Famille; 6 février 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-01-01
Frédérique;France;Chambre Supérieure;1;Janvier 2022;Famille; 2 février 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-01-01
Audrey;Belgique;Chambre Supérieure;1;Janvier 2022;Famille; 2 février 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-01-01
Vincent;France;Chambre Club Compass - Côté Lac (2 Adultes);1;Janvier 2022;Groupe; 1 février 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;1;2022-01-01
Stéphanie;France;Chambre Supérieure - Côté Lac;1;Janvier 2022;Famille; 1 février 2022;Mauvais;1.0;;;;Disney's Newport Bay Club;0;6;janvier;1;2022;1;2022-01-01
Florence;France;Chambre Supérieure;1;Janvier 2022;Famille; 31 janvier 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Hostin;France;Chambre Supérieure - Côté Lac;1;Janvier 2022;Famille; 29 janvier 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Emmanuel;France;Chambre Supérieure;1;Janvier 2022;Couple; 26 janvier 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Teddy;France;Chambre Club Compass (2 Adultes);1;Janvier 2022;Voyageur individuel; 26 janvier 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Dylan;France;Chambre Supérieure;3;Janvier 2022;Couple; 24 janvier 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Mylène;France;Chambre Supérieure - Côté Lac;3;Janvier 2022;Famille; 23 janvier 2022;Personnels et chambre exceptionnelle;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Nelly;France;Chambre Supérieure - Côté Lac;1;Janvier 2022;Famille; 23 janvier 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Amandine;France;Chambre Club Compass (2 Adultes);1;Janvier 2022;Couple; 22 janvier 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Maeva;France;Chambre Supérieure;1;Janvier 2022;Famille; 19 janvier 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Alexis;France;Chambre Supérieure;1;Janvier 2022;Famille; 14 janvier 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Lindsay;Belgique;Chambre Supérieure;1;Janvier 2022;Famille; 14 janvier 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Charlotte;Belgique;Chambre Supérieure;1;Janvier 2022;Couple; 13 janvier 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Olympia;France;Chambre Club Compass (2 Adultes);1;Janvier 2022;Couple; 12 janvier 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Anne;France;Chambre Supérieure;1;Janvier 2022;Famille; 11 janvier 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Alexis;France;Chambre Supérieure;1;Janvier 2022;Couple; 10 janvier 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Marie-thérèse;France;Chambre Supérieure - Côté Lac;2;Novembre 2021;Famille; 9 janvier 2022;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;2;2021-11-01
Didier;Belgique;Chambre Supérieure;1;Janvier 2022;Famille; 8 janvier 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Florence;France;Chambre Supérieure;1;Janvier 2022;Famille; 6 janvier 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Mathieu;France;Chambre Supérieure avec Terrasse;1;Janvier 2022;Couple; 6 janvier 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Bb;France;Chambre Supérieure;1;Décembre 2021;Famille; 2 janvier 2022;Assez médiocre ;3.0;;;;Disney's Newport Bay Club;0;6;décembre;12;2021;1;2021-12-01
Dumitru;Luxembourg;Chambre Supérieure;2;Janvier 2022;Famille; 1 janvier 2022;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;janvier;1;2022;0;2022-01-01
Kevin;Belgique;Chambre Supérieure;1;Novembre 2021;Famille; 31 décembre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;1;2021-11-01
Ciicii;France;Chambre Supérieure;1;Décembre 2021;Famille; 31 décembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-01
Sophie;France;Chambre Supérieure;1;Décembre 2021;Famille; 30 décembre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-01
Yannick;France;Chambre Supérieure;1;Décembre 2021;Famille; 29 décembre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-01
Celine;France;Chambre Supérieure - Côté Lac;2;Novembre 2021;Famille; 27 décembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;1;2021-11-01
Mourad;France;Chambre Supérieure;4;Octobre 2021;Famille; 26 décembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2021;2;2021-10-01
Tony;France;Chambre Supérieure avec Terrasse;1;Décembre 2021;Famille; 20 décembre 2021;Médiocre ;2.0;;;;Disney's Newport Bay Club;0;6;décembre;12;2021;0;2021-12-01
Laura;France;Chambre Supérieure;2;Décembre 2021;Famille; 19 décembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-01
Eric;France;Chambre Supérieure;1;Décembre 2021;Groupe; 18 décembre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-01
Audrey;France;Chambre Supérieure;1;Décembre 2021;Voyageur individuel; 16 décembre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-01
Florina;Espagne;Chambre Supérieure;1;Décembre 2021;Famille; 16 décembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-01
Nicolas;France;Chambre Club Compass - Côté Lac (2 Adultes);1;Décembre 2021;Couple; 15 décembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-01
Gregoire;France;Chambre Supérieure avec Terrasse;1;Décembre 2021;Famille; 14 décembre 2021;Passable;5.0;;;;Disney's Newport Bay Club;0;6;décembre;12;2021;0;2021-12-01
Gueroult;France;Chambre Supérieure;1;Décembre 2021;Famille; 13 décembre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-01
Laurine;France;Chambre Supérieure avec Terrasse;1;Décembre 2021;Groupe; 13 décembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-01
Tom;France;Chambre Supérieure - Côté Lac;1;Décembre 2021;Famille; 12 décembre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-01
Isabelle;Belgique;Chambre Supérieure - Côté Lac;1;Novembre 2021;Famille; 12 décembre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;1;2021-11-01
Thibault;France;Chambre Supérieure;1;Décembre 2021;Couple; 12 décembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-01
Maxime;France;Chambre Supérieure;1;Décembre 2021;Famille; 9 décembre 2021;Médiocre ;2.0;;;;Disney's Newport Bay Club;0;6;décembre;12;2021;0;2021-12-01
Julien;France;Chambre Supérieure;4;Décembre 2021;Groupe; 4 décembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-01
Pasmar92;France;Chambre Supérieure - Côté Lac;1;Novembre 2021;Voyageur individuel; 3 décembre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;1;2021-11-01
Mimi;France;Chambre Supérieure - Côté Lac;1;Novembre 2021;Famille; 3 décembre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;1;2021-11-01
Meauzoone;Belgique;Chambre Club Compass - Côté Lac (2 Adultes);1;Décembre 2021;Couple; 2 décembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-01
Clément;France;Chambre Supérieure;1;Décembre 2021;Famille; 2 décembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;décembre;12;2021;0;2021-12-01
Borzillo;France;Chambre Supérieure avec Terrasse;1;Novembre 2021;Couple; 30 novembre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-01
Aurélie;France;Chambre Supérieure;1;Novembre 2021;Couple; 30 novembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-01
Mélissande;France;Chambre Supérieure;1;Novembre 2021;Groupe; 29 novembre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-01
Tiphanie;France;Chambre Supérieure - Côté Lac;1;Novembre 2021;Famille; 28 novembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-01
Roxanne;France;Chambre Supérieure;1;Novembre 2021;Famille; 22 novembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-01
Christophe;France;Chambre Supérieure;1;Novembre 2021;Famille; 21 novembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-01
Arnaud;France;Chambre Supérieure avec Terrasse;1;Octobre 2021;Famille; 21 novembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2021;1;2021-10-01
Alain;France;Chambre Supérieure;4;Novembre 2021;Famille; 21 novembre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-01
Octave;France;Chambre Supérieure;1;Novembre 2021;Famille; 18 novembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-01
Brady;France;Chambre Supérieure;1;Novembre 2021;Famille; 17 novembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-01
Cynthia;Belgique;Chambre Club Compass (2 Adultes);1;Novembre 2021;Couple; 16 novembre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-01
Kelly;France;Chambre Supérieure;1;Novembre 2021;Couple; 15 novembre 2021;Assez médiocre ;3.0;;;;Disney's Newport Bay Club;0;6;novembre;11;2021;0;2021-11-01
Amandine;Belgique;Chambre Supérieure;1;Novembre 2021;Couple; 15 novembre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-01
Marion;France;Chambre Supérieure - Côté Lac;4;Octobre 2021;Famille; 12 novembre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2021;1;2021-10-01
Matthieu;France;Chambre Supérieure;1;Octobre 2021;Famille; 12 novembre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2021;1;2021-10-01
Olivier;France;Chambre Supérieure;2;Octobre 2021;Couple; 7 novembre 2021;Médiocre ;2.0;;;;Disney's Newport Bay Club;0;6;octobre;10;2021;1;2021-10-01
Veronique;Belgique;Chambre Supérieure - Côté Lac;2;Novembre 2021;Famille; 7 novembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-01
Ludovic;France;Chambre Supérieure - Côté Lac;1;Novembre 2021;Famille; 6 novembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;novembre;11;2021;0;2021-11-01
Laura;Belgique;Chambre Supérieure;1;Août 2021;Groupe; 26 octobre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;août;8;2021;2;2021-08-01
Catherine;France;Chambre Supérieure;1;Octobre 2021;Famille; 24 octobre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2021;0;2021-10-01
Manon;France;Chambre Supérieure;1;Octobre 2021;Famille; 20 octobre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2021;0;2021-10-01
Ambre;France;Chambre Supérieure;1;Octobre 2021;Couple; 10 octobre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2021;0;2021-10-01
Jean-christian;Belgique;Chambre Supérieure;1;Octobre 2021;Famille; 8 octobre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;octobre;10;2021;0;2021-10-01
Quentin;France;Chambre Supérieure - Côté Lac;2;Septembre 2021;Groupe; 5 octobre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2021;1;2021-09-01
Audrey;France;Chambre Supérieure - Côté Lac;1;Juillet 2021;Famille; 3 octobre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;juillet;7;2021;3;2021-07-01
Camille;France;Chambre Supérieure - Côté Lac;2;Octobre 2021;Couple; 3 octobre 2021;Décevant;4.0;;;;Disney's Newport Bay Club;0;6;octobre;10;2021;0;2021-10-01
Audrey;France;Chambre Supérieure;1;Septembre 2021;Groupe; 27 septembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2021;0;2021-09-01
Claire;France;Chambre Supérieure;1;Septembre 2021;Famille; 27 septembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2021;0;2021-09-01
Eddy;France;Chambre Supérieure;1;Septembre 2021;Famille; 25 septembre 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2021;0;2021-09-01
Mathis;France;Chambre Supérieure;1;Août 2021;Famille; 12 septembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;août;8;2021;1;2021-08-01
Jimmy;France;Chambre Supérieure;1;Septembre 2021;Couple; 8 septembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;septembre;9;2021;0;2021-09-01
Jennifer;France;Chambre Supérieure;1;Août 2021;Famille; 1 septembre 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;août;8;2021;1;2021-08-01
Joseph;France;Chambre Supérieure;2;Août 2021;Famille; 27 août 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;août;8;2021;0;2021-08-01
Maximilien;Belgique;Chambre Supérieure;2;Juillet 2021;Couple; 24 août 2021;Exceptionnel;10.0;;;;Disney's Newport Bay Club;2;6;juillet;7;2021;1;2021-07-01
Rania;Tunisie;Chambre Supérieure - Côté Lac;3;Juillet 2021;Famille; 23 août 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;juillet;7;2021;1;2021-07-01
Rania;Tunisie;Chambre Supérieure;4;Juillet 2021;Famille; 23 août 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;juillet;7;2021;1;2021-07-01
Alexandre;France;Chambre Supérieure - Côté Lac;1;Août 2021;Famille; 23 août 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;août;8;2021;0;2021-08-01
Manon;France;Chambre Supérieure;1;Août 2021;Famille; 16 août 2021;Fabuleux ;9.0;;;;Disney's Newport Bay Club;2;6;août;8;2021;0;2021-08-01
