Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;UniqueID;hotel;level_grade_review;level_hotel;month_str;month_num;year;delay_comment;date
Homoet;Pays-Bas;Chambre Standard Woody's Roundup;2;Décembre 2022;Famille; 12 décembre 2022;Très bien;8.0;;;0;HomoetPays-BasChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 12 décembre 2022Très bien;Cheyenne;2;3;décembre;12;2022;0;2022-12-01
Marlene;France;Chambre Woody's Roundup à Proximité des Installations;1;Novembre 2022;Couple; 12 décembre 2022;Passable;5.0;"La décoration était en accord au thème.
L'emplacement était comme convenue proche des
installations.
Le lit était confortable";"I fesais froid dans la chambre , le chauffage ne
fonctionnais pas
Le personnels n'était pas aimable et nous a mal
renseigné pour ľhoraire de récupération de bagages
nous avons dû faire la file d'attente pour récupérer
nos bagages nous sommes arrivé tard dans la
chambre suite à l'attente car c'était fermé pour
récupérer nos bagages , le personnel ne c'est pas
excusé
Et le sèche cheveux n'était pas efficace et aucun
membre du personnel a pu nous en fournir un autre.";0;MarleneFranceChambre Woody's Roundup à Proximité des InstallationsNovembre 2022CoupleCommentaire envoyé le 12 décembre 2022Passable;Cheyenne;0;3;novembre;11;2022;1;2022-11-01
Elena;Espagne;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille; 12 décembre 2022;Exceptionnel;10.0;;;0;ElenaEspagneChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 12 décembre 2022Exceptionnel;Cheyenne;2;3;décembre;12;2022;0;2022-12-01
María;Espagne;Chambre Woody's Roundup à Proximité des Installations;1;Décembre 2022;Famille; 11 décembre 2022;estancia agradable, buffet del desayuno variado y camas cómodas;8.0;;;0;MaríaEspagneChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 11 décembre 2022estancia agradable, buffet del desayuno variado y camas cómodas;Cheyenne;2;3;décembre;12;2022;0;2022-12-01
Frederic;France;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille; 11 décembre 2022;Fabuleux ;9.0;;;0;FredericFranceChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 11 décembre 2022Fabuleux ;Cheyenne;2;3;décembre;12;2022;0;2022-12-01
Tania;Australie;Chambre Standard Woody's Roundup;3;Novembre 2022;Famille; 11 décembre 2022;convinent location;5.0;;;0;TaniaAustralieChambre Standard Woody's RoundupNovembre 2022FamilleCommentaire envoyé le 11 décembre 2022convinent location;Cheyenne;0;3;novembre;11;2022;1;2022-11-01
Maxence;Japon;Chambre Double/Lit Gigogne Woody's Roundup - Côté Rivière;1;Décembre 2022;Couple; 10 décembre 2022;oui;5.0;proximité;tele marche pas ( problème pour capter les chaînes );0;MaxenceJaponChambre Double/Lit Gigogne Woody's Roundup - Côté RivièreDécembre 2022CoupleCommentaire envoyé le 10 décembre 2022oui;Cheyenne;0;3;décembre;12;2022;0;2022-12-01
Ana;Espagne;Chambre Woody's Roundup à Proximité des Installations;3;Novembre 2022;Groupe; 10 décembre 2022;Agréable;6.0;;;0;AnaEspagneChambre Woody's Roundup à Proximité des InstallationsNovembre 2022GroupeCommentaire envoyé le 10 décembre 2022Agréable;Cheyenne;1;3;novembre;11;2022;1;2022-11-01
Alessandra;Italie;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille; 10 décembre 2022;Bien ;7.0;;;1;AlessandraItalieChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 10 décembre 2022Bien ;Cheyenne;1;3;décembre;12;2022;0;2022-12-01
Anonyme;France;;1;Décembre 2022;Couple; 10 décembre 2022;Exceptionnel;10.0;;;0;AnonymeFrancenanDécembre 2022CoupleCommentaire envoyé le 10 décembre 2022Exceptionnel;Cheyenne;2;3;décembre;12;2022;0;2022-12-01
Rocio;Espagne;Chambre Woody's Roundup à Proximité des Installations;1;Décembre 2022;Famille; 10 décembre 2022;bueno;8.0;;;0;RocioEspagneChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 10 décembre 2022bueno;Cheyenne;2;3;décembre;12;2022;0;2022-12-01
Martina;Suisse;Chambre Standard Woody's Roundup;2;Décembre 2022;Famille; 10 décembre 2022;Passable;5.0;;;0;MartinaSuisseChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 10 décembre 2022Passable;Cheyenne;0;3;décembre;12;2022;0;2022-12-01
Amélie;France;Chambre Woody's Roundup à Proximité des Installations;1;Novembre 2022;Groupe; 9 décembre 2022;agréable surprise;8.0;l’accueil du personnel, le resto, la propreté;;0;AmélieFranceChambre Woody's Roundup à Proximité des InstallationsNovembre 2022GroupeCommentaire envoyé le 9 décembre 2022agréable surprise;Cheyenne;2;3;novembre;11;2022;1;2022-11-01
Patrick;France;Chambre Woody's Roundup à Proximité des Installations;1;Décembre 2022;Famille; 9 décembre 2022;Décevant;6.0;Pratique pour se rendre au parc;Trop froid dans la chambre, clim qui faisait un bruit désagréable, rideaux qui n'occulte pas bien là lumière. Équipements très minimaliste... très froid dans la salle de bain;0;PatrickFranceChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 9 décembre 2022Décevant;Cheyenne;1;3;décembre;12;2022;0;2022-12-01
Racheli;Israël;Chambre Woody's Roundup à Proximité des Installations;1;Décembre 2022;Famille; 9 décembre 2022;Très bien;8.0;;;0;RacheliIsraëlChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 9 décembre 2022Très bien;Cheyenne;2;3;décembre;12;2022;0;2022-12-01
Ana;Espagne;Chambre Double/Lit Gigogne Woody's Roundup - Côté Rivière;3;Décembre 2022;Famille; 8 décembre 2022;Très bien;8.0;;;0;AnaEspagneChambre Double/Lit Gigogne Woody's Roundup - Côté RivièreDécembre 2022FamilleCommentaire envoyé le 8 décembre 2022Très bien;Cheyenne;2;3;décembre;12;2022;0;2022-12-01
Anna;Italie;Chambre Double/Lit Gigogne Woody's Roundup - Côté Rivière;2;Novembre 2022;Famille; 8 décembre 2022;Exceptionnel;10.0;;;0;AnnaItalieChambre Double/Lit Gigogne Woody's Roundup - Côté RivièreNovembre 2022FamilleCommentaire envoyé le 8 décembre 2022Exceptionnel;Cheyenne;2;3;novembre;11;2022;1;2022-11-01
Noel;France;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille; 8 décembre 2022;Bien ;7.0;Lit très confortable;Le manque de gel douche le manque de couverture;0;NoelFranceChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 8 décembre 2022Bien ;Cheyenne;1;3;décembre;12;2022;0;2022-12-01
Shlomit;Israël;Chambre Woody's Roundup à Proximité des Installations;1;Décembre 2022;Famille; 8 décembre 2022;Disney magic all around;8.0;;;0;ShlomitIsraëlChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 8 décembre 2022Disney magic all around;Cheyenne;2;3;décembre;12;2022;0;2022-12-01
Susana;Espagne;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille; 8 décembre 2022;Très bien;8.0;;;0;SusanaEspagneChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 8 décembre 2022Très bien;Cheyenne;2;3;décembre;12;2022;0;2022-12-01
Cristina;Suisse;Chambre Standard Woody's Roundup;2;Décembre 2022;Famille; 8 décembre 2022;pas de grand magie !;8.0;le décor, a 3 minutes en bus du parque;"pas de salon confortable pour voir un verre , une seule cheminée dans le bar et rien au restaurant, pas d’animation pour les enfants , nous avons eu froid au restaurant. 
c’est mieux d’aller dans cet hôtel en été.";0;CristinaSuisseChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 8 décembre 2022pas de grand magie !;Cheyenne;2;3;décembre;12;2022;0;2022-12-01
Philippe;France;Chambre Woody's Roundup à Proximité des Installations;4;Décembre 2022;Famille; 7 décembre 2022;Exceptionnel;10.0;Le cadre de l'hôtel qui représente une ville du far West,la chambre thématique,le salon,la boutique, et pas loin à pieds du Disney village.;;0;PhilippeFranceChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 7 décembre 2022Exceptionnel;Cheyenne;2;3;décembre;12;2022;0;2022-12-01
Anonyme;Royaume-Uni;;4;Décembre 2022;Groupe; 7 décembre 2022;lovely and staff amazing;10.0;;;0;AnonymeRoyaume-UninanDécembre 2022GroupeCommentaire envoyé le 7 décembre 2022lovely and staff amazing;Cheyenne;2;3;décembre;12;2022;0;2022-12-01
Aurore;France;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille; 7 décembre 2022;Passable;5.0;Le lit la chambre spacieuse;Une entrée sans frapper du personnel à 9h pour le ménage que l'on doit rendre la chambre à 11h. Baignoire un peu petite. Il faisait froid et pas de couverte supplémentaire.;0;AuroreFranceChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 7 décembre 2022Passable;Cheyenne;0;3;décembre;12;2022;0;2022-12-01
Ruth;Espagne;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille; 6 décembre 2022;Agréable;6.0;;;0;RuthEspagneChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 6 décembre 2022Agréable;Cheyenne;1;3;décembre;12;2022;0;2022-12-01
Andrea;Italie;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille; 6 décembre 2022;Bien ;7.0;;;0;AndreaItalieChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 6 décembre 2022Bien ;Cheyenne;1;3;décembre;12;2022;0;2022-12-01
Pauline;Belgique;Chambre Double/Lit Gigogne Woody's Roundup - Côté Rivière;1;Novembre 2022;Famille; 6 décembre 2022;Agréable;6.0;;;0;PaulineBelgiqueChambre Double/Lit Gigogne Woody's Roundup - Côté RivièreNovembre 2022FamilleCommentaire envoyé le 6 décembre 2022Agréable;Cheyenne;1;3;novembre;11;2022;1;2022-11-01
Ciprian;Roumanie;Chambre Woody's Roundup à Proximité des Installations;1;Décembre 2022;Famille; 5 décembre 2022;Mauvais;1.0;;;0;CiprianRoumanieChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 5 décembre 2022Mauvais;Cheyenne;0;3;décembre;12;2022;0;2022-12-01
Udi;Israël;Chambre Double/Lit Gigogne Woody's Roundup - Côté Rivière;2;Novembre 2022;Famille; 5 décembre 2022;Très bien;8.0;;;0;UdiIsraëlChambre Double/Lit Gigogne Woody's Roundup - Côté RivièreNovembre 2022FamilleCommentaire envoyé le 5 décembre 2022Très bien;Cheyenne;2;3;novembre;11;2022;1;2022-11-01
Miguel;France;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille; 5 décembre 2022;Déçu;6.0;"La proximité avec le parc Disney 
Le personnel
Les navettes";"Propreté vraiment moyenne ! 
Trous dans le drap
Poussière blanche entre le lit et la table de chevet 
Papier toilette 1/2 rouleau pour 4 
Pas de recharge shampoing le deuxième jour.
Boite a mouchoir 2 mouchoirs dedans.";0;MiguelFranceChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 5 décembre 2022Déçu;Cheyenne;1;3;décembre;12;2022;0;2022-12-01
Guillaume;France;Chambre Double/Lit Gigogne Woody's Roundup - Côté Rivière;2;Novembre 2022;Voyageur individuel; 5 décembre 2022;Bien ;7.0;;;0;GuillaumeFranceChambre Double/Lit Gigogne Woody's Roundup - Côté RivièreNovembre 2022Voyageur individuelCommentaire envoyé le 5 décembre 2022Bien ;Cheyenne;1;3;novembre;11;2022;1;2022-11-01
Maria;Grèce;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille; 5 décembre 2022;Assez médiocre ;3.0;;;0;MariaGrèceChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 5 décembre 2022Assez médiocre ;Cheyenne;0;3;décembre;12;2022;0;2022-12-01
Maria;Espagne;Chambre Standard Woody's Roundup;1;Novembre 2022;Famille; 4 décembre 2022;Très bien;8.0;;;0;MariaEspagneChambre Standard Woody's RoundupNovembre 2022FamilleCommentaire envoyé le 4 décembre 2022Très bien;Cheyenne;2;3;novembre;11;2022;1;2022-11-01
Murphy;Royaume-Uni;Chambre Standard Woody's Roundup;2;Novembre 2022;Couple; 4 décembre 2022;The Disney magic started at the Hotel - we loved it!;10.0;;;0;MurphyRoyaume-UniChambre Standard Woody's RoundupNovembre 2022CoupleCommentaire envoyé le 4 décembre 2022The Disney magic started at the Hotel - we loved it!;Cheyenne;2;3;novembre;11;2022;1;2022-11-01
Delphine;France;Chambre Woody's Roundup à Proximité des Installations;2;Décembre 2022;Famille; 4 décembre 2022;Très bien;8.0;;;0;DelphineFranceChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 4 décembre 2022Très bien;Cheyenne;2;3;décembre;12;2022;0;2022-12-01
Mannk;Allemagne;Chambre Standard Woody's Roundup;3;Décembre 2022;Groupe; 4 décembre 2022;Exceptionnel;10.0;;;0;MannkAllemagneChambre Standard Woody's RoundupDécembre 2022GroupeCommentaire envoyé le 4 décembre 2022Exceptionnel;Cheyenne;2;3;décembre;12;2022;0;2022-12-01
Katy;Royaume-Uni;Chambre Woody's Roundup à Proximité des Installations;2;Décembre 2022;Famille; 4 décembre 2022;The gullus England 🇬🇧;5.0;;;0;KatyRoyaume-UniChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 4 décembre 2022The gullus England 🇬🇧;Cheyenne;0;3;décembre;12;2022;0;2022-12-01
Tanja;Suisse;Chambre Woody's Roundup à Proximité des Installations;2;Décembre 2022;Couple; 3 décembre 2022;Fabuleux ;9.0;;;0;TanjaSuisseChambre Woody's Roundup à Proximité des InstallationsDécembre 2022CoupleCommentaire envoyé le 3 décembre 2022Fabuleux ;Cheyenne;2;3;décembre;12;2022;0;2022-12-01
Sam;Belgique;Chambre Standard Woody's Roundup;1;Novembre 2022;Couple; 3 décembre 2022;Fabuleux ;9.0;;;0;SamBelgiqueChambre Standard Woody's RoundupNovembre 2022CoupleCommentaire envoyé le 3 décembre 2022Fabuleux ;Cheyenne;2;3;novembre;11;2022;1;2022-11-01
Nathalie;France;Chambre Double/Lit Gigogne Woody's Roundup - Côté Rivière;1;Novembre 2022;Famille; 2 décembre 2022;Un peu déçue;6.0;L'amabilité du personnel, les navettes gratuite, le service de bagagerie;Le chauffage qui ne chauffait pas. 2 techniciens sont venus, ont vérifié et nous ont dit que ça fonctionnait. Mais, malgré le réglage de température au maximum, il faisait froid dans la chambre. Pas de chauffage dans la salle de bain.;0;NathalieFranceChambre Double/Lit Gigogne Woody's Roundup - Côté RivièreNovembre 2022FamilleCommentaire envoyé le 2 décembre 2022Un peu déçue;Cheyenne;1;3;novembre;11;2022;1;2022-11-01
Laure;France;Chambre Woody's Roundup à Proximité des Installations;1;Novembre 2022;Famille; 2 décembre 2022;Exceptionnel;10.0;;;0;LaureFranceChambre Woody's Roundup à Proximité des InstallationsNovembre 2022FamilleCommentaire envoyé le 2 décembre 2022Exceptionnel;Cheyenne;2;3;novembre;11;2022;1;2022-11-01
Francoise;France;Chambre Woody's Roundup à Proximité des Installations;1;Novembre 2022;Famille; 2 décembre 2022;Bien ;7.0;;;0;FrancoiseFranceChambre Woody's Roundup à Proximité des InstallationsNovembre 2022FamilleCommentaire envoyé le 2 décembre 2022Bien ;Cheyenne;1;3;novembre;11;2022;1;2022-11-01
Racheli;Israël;Chambre Woody's Roundup à Proximité des Installations;1;Décembre 2022;Famille; 1 décembre 2022;תמורה טובה למחיר;10.0;;;0;RacheliIsraëlChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 1 décembre 2022תמורה טובה למחיר;Cheyenne;2;3;décembre;12;2022;0;2022-12-01
Mari;Espagne;Chambre Standard Woody's Roundup;1;Novembre 2022;Famille; 1 décembre 2022;Para no repetir;7.0;;;0;MariEspagneChambre Standard Woody's RoundupNovembre 2022FamilleCommentaire envoyé le 1 décembre 2022Para no repetir;Cheyenne;1;3;novembre;11;2022;1;2022-11-01
Christophe;France;Chambre Double/Lit Gigogne Woody's Roundup - Côté Rivière;1;Décembre 2022;Couple; 1 décembre 2022;Agréable;6.0;pas de brosse pour les toilettes;;0;ChristopheFranceChambre Double/Lit Gigogne Woody's Roundup - Côté RivièreDécembre 2022CoupleCommentaire envoyé le 1 décembre 2022Agréable;Cheyenne;1;3;décembre;12;2022;0;2022-12-01
Anthony;Espagne;Chambre Standard Woody's Roundup;1;Décembre 2022;Couple; 1 décembre 2022;Exceptionnel;10.0;Belle ambiance, proche de Disney;;0;AnthonyEspagneChambre Standard Woody's RoundupDécembre 2022CoupleCommentaire envoyé le 1 décembre 2022Exceptionnel;Cheyenne;2;3;décembre;12;2022;0;2022-12-01
Heidi;Belgique;Chambre Standard Woody's Roundup;1;Novembre 2022;Groupe; 1 décembre 2022;Aangenaam verblijf is Disney magie;8.0;;;0;HeidiBelgiqueChambre Standard Woody's RoundupNovembre 2022GroupeCommentaire envoyé le 1 décembre 2022Aangenaam verblijf is Disney magie;Cheyenne;2;3;novembre;11;2022;1;2022-11-01
Linda;États-Unis;Chambre Double/Lit Gigogne Woody's Roundup - Côté Rivière;1;Novembre 2022;Famille; 30 novembre 2022;Très bien;8.0;;;0;LindaÉtats-UnisChambre Double/Lit Gigogne Woody's Roundup - Côté RivièreNovembre 2022FamilleCommentaire envoyé le 30 novembre 2022Très bien;Cheyenne;2;3;novembre;11;2022;0;2022-11-01
Julián;Espagne;Chambre Standard Woody's Roundup;3;Novembre 2022;Famille; 30 novembre 2022;Très bien;8.0;;;0;JuliánEspagneChambre Standard Woody's RoundupNovembre 2022FamilleCommentaire envoyé le 30 novembre 2022Très bien;Cheyenne;2;3;novembre;11;2022;0;2022-11-01
Christelle;France;Chambre Standard Woody's Roundup;1;Novembre 2022;Famille; 30 novembre 2022;Très bien;8.0;;;0;ChristelleFranceChambre Standard Woody's RoundupNovembre 2022FamilleCommentaire envoyé le 30 novembre 2022Très bien;Cheyenne;2;3;novembre;11;2022;0;2022-11-01
Myriam;France;Chambre Standard Woody's Roundup;2;Novembre 2022;Famille; 30 novembre 2022;Fabuleux ;9.0;L'ambiance, la proximité des parcs, la fréquence des navettes, la sécurité (agent de sécurité à l'entrée).;Il manquait des couvertures. C'est dommage de devoir monter le chauffage alors qu'on aurait pu se couvrir avec des couvertures supplémentaires dans le lit.;0;MyriamFranceChambre Standard Woody's RoundupNovembre 2022FamilleCommentaire envoyé le 30 novembre 2022Fabuleux ;Cheyenne;2;3;novembre;11;2022;0;2022-11-01
Laura;Espagne;Chambre Standard Woody's Roundup;1;Novembre 2022;Famille; 30 novembre 2022;Exceptionnel;10.0;;;0;LauraEspagneChambre Standard Woody's RoundupNovembre 2022FamilleCommentaire envoyé le 30 novembre 2022Exceptionnel;Cheyenne;2;3;novembre;11;2022;0;2022-11-01
Laura;Espagne;Chambre Woody's Roundup à Proximité des Installations;1;Novembre 2022;Famille; 30 novembre 2022;Exceptionnel;10.0;;;0;LauraEspagneChambre Woody's Roundup à Proximité des InstallationsNovembre 2022FamilleCommentaire envoyé le 30 novembre 2022Exceptionnel;Cheyenne;2;3;novembre;11;2022;0;2022-11-01
Moyra;Australie;Chambre Standard Woody's Roundup;3;Novembre 2022;Famille; 30 novembre 2022;Magical Disney stay;10.0;;;0;MoyraAustralieChambre Standard Woody's RoundupNovembre 2022FamilleCommentaire envoyé le 30 novembre 2022Magical Disney stay;Cheyenne;2;3;novembre;11;2022;0;2022-11-01
Chiara;Italie;Chambre Double/Lit Gigogne Woody's Roundup - Côté Rivière;2;Novembre 2022;Famille; 30 novembre 2022;Agréable;6.0;;;0;ChiaraItalieChambre Double/Lit Gigogne Woody's Roundup - Côté RivièreNovembre 2022FamilleCommentaire envoyé le 30 novembre 2022Agréable;Cheyenne;1;3;novembre;11;2022;0;2022-11-01
Julie;France;Chambre Standard Woody's Roundup;1;Novembre 2022;Famille; 29 novembre 2022;Très bien;8.0;;;0;JulieFranceChambre Standard Woody's RoundupNovembre 2022FamilleCommentaire envoyé le 29 novembre 2022Très bien;Cheyenne;2;3;novembre;11;2022;0;2022-11-01
